"OrderDate","OrderId","ProductCode","Quantity"
"3/1/2009","530294","021","1"
"3/1/2009","530297","038","1"
"3/1/2009","530282","048","1"
"3/1/2009","530174","015","3"
"3/1/2009","530174","039","1"
"3/1/2009","530174","068","1"
"3/1/2009","530174","073","1"
"3/1/2009","530176","048","1"
"3/1/2009","530176","028","1"
"3/1/2009","530177","034","1"
"3/1/2009","530177","068","1"
"3/1/2009","530177","043","1"
"3/1/2009","530177","044","1"
"3/1/2009","530177","022","2"
"3/1/2009","530177","028","1"
"3/1/2009","530177","038","1"
"3/1/2009","530178","034","1"
"3/1/2009","530179","048","1"
"3/1/2009","530180","028","2"
"3/1/2009","530182","028","1"
"3/1/2009","530184","048","1"
"3/1/2009","530184","028","3"
"3/1/2009","530185","065","1"
"3/1/2009","530186","039","1"
"3/1/2009","530187","039","1"
"3/1/2009","530187","038","1"
"3/1/2009","530188","071","2"
"3/1/2009","530189","034","3"
"3/1/2009","530189","039","1"
"3/1/2009","530189","065","1"
"3/1/2009","530189","036","1"
"3/1/2009","530190","051","1"
"3/1/2009","530191","025","2"
"3/1/2009","530191","028","3"
"3/1/2009","530192","026","1"
"3/1/2009","530193","027","1"
"3/1/2009","530193","038","1"
"3/1/2009","530194","065","1"
"3/1/2009","530194","025","1"
"3/1/2009","530195","054","1"
"3/1/2009","530195","044","1"
"3/1/2009","530195","038","1"
"3/1/2009","530196","022","3"
"3/1/2009","530198","062","1"
"3/1/2009","530199","034","2"
"3/1/2009","530199","043","1"
"3/1/2009","530199","046","1"
"3/1/2009","530199","051","1"
"3/1/2009","530199","022","1"
"3/1/2009","530203","038","2"
"3/1/2009","530205","028","1"
"3/1/2009","530205","038","2"
"3/1/2009","530206","025","1"
"3/1/2009","530206","038","1"
"3/1/2009","530208","028","1"
"3/1/2009","530212","021","1"
"3/1/2009","530213","022","1"
"3/1/2009","530215","021","2"
"3/1/2009","530219","067","4"
"3/1/2009","530220","034","6"
"3/1/2009","530220","037","1"
"3/1/2009","530220","054","1"
"3/1/2009","530220","068","1"
"3/1/2009","530220","036","1"
"3/1/2009","530221","015","6"
"3/1/2009","530221","039","1"
"3/1/2009","530221","065","1"
"3/1/2009","530221","072","1"
"3/1/2009","530221","036","1"
"3/1/2009","530222","015","1"
"3/1/2009","530222","061","1"
"2/1/2009","529732","039","1"
"3/1/2009","530224","034","1"
"3/1/2009","530226","028","1"
"3/1/2009","530229","022","1"
"3/1/2009","530230","034","1"
"3/1/2009","530230","036","1"
"3/1/2009","530232","022","1"
"3/1/2009","530233","069","1"
"3/1/2009","530234","034","1"
"3/1/2009","530235","022","2"
"3/1/2009","530235","038","1"
"3/1/2009","530236","048","1"
"3/1/2009","530236","068","1"
"3/1/2009","530237","047","1"
"3/1/2009","530237","028","1"
"3/1/2009","530238","025","1"
"3/1/2009","530238","028","1"
"3/1/2009","530239","048","1"
"3/1/2009","530239","068","1"
"3/1/2009","530241","022","5"
"3/1/2009","530242","048","1"
"3/1/2009","530244","061","1"
"3/1/2009","530245","034","1"
"3/1/2009","530245","039","1"
"3/1/2009","530245","073","1"
"3/1/2009","530245","027","1"
"3/1/2009","530245","028","1"
"3/1/2009","530247","067","2"
"3/1/2009","530248","046","1"
"3/1/2009","530249","014","1"
"3/1/2009","530249","028","4"
"3/1/2009","530249","067","1"
"3/1/2009","530250","015","1"
"3/1/2009","530250","047","1"
"3/1/2009","530250","068","1"
"3/1/2009","530251","039","1"
"3/1/2009","530252","038","1"
"3/1/2009","530253","015","1"
"3/1/2009","530253","037","1"
"3/1/2009","530253","056","1"
"3/1/2009","530253","057","1"
"3/1/2009","530253","028","3"
"3/1/2009","530253","067","1"
"3/1/2009","530255","054","1"
"3/1/2009","530256","048","1"
"3/1/2009","530257","022","2"
"3/1/2009","530257","028","4"
"3/1/2009","530257","038","3"
"3/1/2009","530258","067","1"
"3/1/2009","530260","034","1"
"3/1/2009","530260","039","1"
"3/1/2009","530260","065","1"
"3/1/2009","530260","038","1"
"3/1/2009","530262","036","3"
"3/1/2009","530263","077","1"
"3/1/2009","530263","028","1"
"3/1/2009","530264","068","1"
"3/1/2009","530264","028","1"
"3/1/2009","530264","038","1"
"3/1/2009","530265","014","1"
"3/1/2009","530265","022","2"
"3/1/2009","530265","028","2"
"3/1/2009","530265","038","1"
"3/1/2009","530266","015","1"
"3/1/2009","530266","034","2"
"3/1/2009","530266","065","1"
"3/1/2009","530266","073","1"
"3/1/2009","530267","028","2"
"3/1/2009","530268","038","2"
"3/1/2009","530270","039","3"
"3/1/2009","530270","048","5"
"3/1/2009","530270","036","3"
"3/1/2009","530270","043","10"
"3/1/2009","530270","051","3"
"3/1/2009","530270","069","5"
"3/1/2009","530270","022","5"
"3/1/2009","530270","028","10"
"3/1/2009","530272","019","1"
"3/1/2009","530272","071","1"
"3/1/2009","530274","047","1"
"3/1/2009","530274","036","1"
"3/1/2009","530275","022","2"
"3/1/2009","530275","028","2"
"3/1/2009","530276","028","5"
"3/1/2009","530278","067","1"
"3/1/2009","530281","028","2"
"3/1/2009","530284","022","1"
"3/1/2009","530297","072","1"
"3/1/2009","530297","036","1"
"3/1/2009","530297","028","5"
"3/1/2009","530299","028","1"
"3/1/2009","530304","022","1"
"3/1/2009","530305","067","1"
"3/1/2009","530306","028","1"
"3/1/2009","530307","019","1"
"3/1/2009","530308","022","1"
"3/1/2009","530308","028","1"
"3/1/2009","530308","038","1"
"3/1/2009","530308","067","1"
"3/1/2009","530309","050","1"
"3/1/2009","530315","022","1"
"3/1/2009","530317","048","1"
"3/1/2009","530318","015","1"
"3/1/2009","530318","034","1"
"3/1/2009","530318","077","1"
"3/1/2009","530318","038","1"
"3/1/2009","530320","028","1"
"3/1/2009","530320","067","1"
"3/1/2009","530321","048","1"
"3/1/2009","530321","022","1"
"3/1/2009","530321","028","1"
"3/1/2009","530321","070","1"
"3/1/2009","530325","073","1"
"3/1/2009","530325","036","1"
"3/1/2009","530325","051","1"
"3/1/2009","530325","022","1"
"3/1/2009","530325","038","1"
"3/1/2009","530327","028","1"
"3/1/2009","530330","022","1"
"3/1/2009","530336","028","1"
"3/1/2009","530339","061","1"
"3/1/2009","530341","038","1"
"3/1/2009","530346","022","1"
"3/1/2009","530347","022","1"
"3/1/2009","530348","038","1"
"3/1/2009","530349","038","2"
"3/1/2009","530350","062","1"
"3/1/2009","530350","028","1"
"3/1/2009","530351","015","4"
"3/1/2009","530351","036","2"
"3/1/2009","530351","061","1"
"3/1/2009","530352","039","1"
"3/1/2009","530354","048","1"
"3/1/2009","530354","065","1"
"3/1/2009","530356","015","1"
"3/1/2009","530356","048","1"
"3/1/2009","530356","065","1"
"3/1/2009","530356","068","1"
"3/1/2009","530356","051","1"
"3/1/2009","530358","022","1"
"3/1/2009","530363","061","1"
"3/1/2009","530364","048","1"
"3/1/2009","530364","065","1"
"3/1/2009","530364","038","1"
"3/1/2009","530365","061","1"
"3/1/2009","530366","025","1"
"3/1/2009","530367","061","1"
"3/1/2009","530367","038","1"
"3/1/2009","530368","067","2"
"3/1/2009","530369","039","1"
"3/1/2009","530371","037","1"
"3/1/2009","530372","065","1"
"3/1/2009","530372","025","1"
"3/1/2009","530372","071","1"
"3/1/2009","530372","022","1"
"3/1/2009","530372","028","2"
"3/1/2009","530373","055","1"
"3/1/2009","530375","028","3"
"4/1/2009","530457","048","2"
"4/1/2009","530458","065","2"
"4/1/2009","530459","048","1"
"4/1/2009","530460","067","1"
"4/1/2009","530461","028","1"
"4/1/2009","530462","022","2"
"4/1/2009","530463","038","1"
"4/1/2009","530464","028","10"
"4/1/2009","530468","022","1"
"4/1/2009","530470","072","1"
"4/1/2009","530470","027","1"
"4/1/2009","530471","071","1"
"4/1/2009","530471","038","1"
"4/1/2009","530472","022","1"
"4/1/2009","530473","066","1"
"4/1/2009","530474","068","1"
"4/1/2009","530474","028","5"
"4/1/2009","530475","039","5"
"4/1/2009","530475","047","2"
"4/1/2009","530475","048","2"
"4/1/2009","530475","054","2"
"4/1/2009","530475","065","1"
"4/1/2009","530475","036","5"
"4/1/2009","530478","051","1"
"4/1/2009","530478","022","1"
"4/1/2009","530479","073","1"
"4/1/2009","530479","025","1"
"4/1/2009","530479","036","1"
"4/1/2009","530480","048","1"
"4/1/2009","530483","039","1"
"4/1/2009","530483","065","1"
"4/1/2009","530485","028","2"
"4/1/2009","530486","048","1"
"4/1/2009","530486","068","1"
"4/1/2009","530486","061","1"
"4/1/2009","530486","022","2"
"4/1/2009","530486","028","3"
"4/1/2009","530486","038","2"
"4/1/2009","530486","067","2"
"4/1/2009","530490","048","1"
"4/1/2009","530491","077","3"
"4/1/2009","530491","068","1"
"4/1/2009","530491","072","1"
"4/1/2009","530491","027","1"
"4/1/2009","530491","036","1"
"4/1/2009","530491","040","1"
"4/1/2009","530491","022","1"
"4/1/2009","530491","038","1"
"4/1/2009","530492","015","1"
"4/1/2009","530492","039","1"
"4/1/2009","530492","054","1"
"4/1/2009","530492","027","1"
"4/1/2009","530493","061","1"
"4/1/2009","530495","015","3"
"4/1/2009","530496","065","1"
"4/1/2009","530496","068","2"
"4/1/2009","530496","073","2"
"4/1/2009","530496","025","2"
"4/1/2009","530496","022","4"
"4/1/2009","530496","028","5"
"4/1/2009","530501","039","3"
"4/1/2009","530501","028","5"
"4/1/2009","530501","038","3"
"4/1/2009","530504","015","1"
"4/1/2009","530504","036","1"
"4/1/2009","530505","028","5"
"4/1/2009","530506","022","1"
"4/1/2009","530507","061","1"
"4/1/2009","530507","022","2"
"4/1/2009","530507","028","1"
"4/1/2009","530510","047","1"
"4/1/2009","530510","048","4"
"4/1/2009","530510","022","1"
"4/1/2009","530510","028","10"
"4/1/2009","530512","048","1"
"4/1/2009","530512","068","1"
"4/1/2009","530512","071","2"
"4/1/2009","530512","028","4"
"4/1/2009","530514","038","2"
"4/1/2009","530515","067","1"
"4/1/2009","530517","015","3"
"4/1/2009","530517","048","1"
"4/1/2009","530517","054","1"
"4/1/2009","530517","072","1"
"4/1/2009","530518","028","5"
"4/1/2009","530518","067","1"
"4/1/2009","530521","028","1"
"4/1/2009","530522","015","3"
"4/1/2009","530522","039","1"
"4/1/2009","530522","048","1"
"4/1/2009","530522","054","1"
"4/1/2009","530526","063","1"
"4/1/2009","530527","022","1"
"4/1/2009","530527","067","1"
"4/1/2009","530528","039","1"
"4/1/2009","530528","048","1"
"4/1/2009","530528","065","2"
"4/1/2009","530528","071","1"
"4/1/2009","530529","028","6"
"4/1/2009","530529","038","1"
"4/1/2009","530530","073","1"
"4/1/2009","530530","019","1"
"4/1/2009","530530","071","1"
"4/1/2009","530531","046","1"
"4/1/2009","530531","014","1"
"4/1/2009","530536","015","1"
"4/1/2009","530536","048","1"
"4/1/2009","530536","068","1"
"4/1/2009","530536","036","1"
"4/1/2009","530536","022","2"
"4/1/2009","530536","028","2"
"4/1/2009","530537","015","1"
"4/1/2009","530537","065","1"
"4/1/2009","530537","068","1"
"4/1/2009","530542","025","2"
"4/1/2009","530543","022","5"
"4/1/2009","530543","028","7"
"4/1/2009","530546","022","1"
"4/1/2009","530547","015","1"
"4/1/2009","530548","028","2"
"4/1/2009","530549","068","1"
"4/1/2009","530549","022","5"
"4/1/2009","530549","028","2"
"4/1/2009","530550","028","3"
"4/1/2009","530552","015","1"
"4/1/2009","530552","034","1"
"4/1/2009","530552","054","1"
"4/1/2009","530552","028","1"
"4/1/2009","530554","044","1"
"4/1/2009","530554","022","1"
"4/1/2009","530555","048","1"
"4/1/2009","530555","025","1"
"4/1/2009","530555","036","1"
"4/1/2009","530556","038","2"
"4/1/2009","530558","039","1"
"4/1/2009","530559","034","1"
"4/1/2009","530559","065","1"
"4/1/2009","530559","072","1"
"4/1/2009","530560","034","1"
"4/1/2009","530560","048","1"
"4/1/2009","530560","065","1"
"4/1/2009","530560","072","1"
"4/1/2009","530561","054","1"
"4/1/2009","530561","046","1"
"4/1/2009","530561","052","1"
"4/1/2009","530562","036","1"
"4/1/2009","530562","028","1"
"4/1/2009","530564","015","2"
"4/1/2009","530564","054","1"
"4/1/2009","530564","027","2"
"4/1/2009","530565","015","1"
"4/1/2009","530565","034","1"
"4/1/2009","530565","073","1"
"4/1/2009","530565","027","1"
"4/1/2009","530566","015","1"
"4/1/2009","530566","022","1"
"4/1/2009","530566","028","1"
"4/1/2009","530567","048","1"
"4/1/2009","530567","028","1"
"4/1/2009","530568","048","1"
"4/1/2009","530569","015","2"
"4/1/2009","530569","039","1"
"4/1/2009","530571","039","1"
"4/1/2009","530571","048","2"
"4/1/2009","530575","022","1"
"4/1/2009","530575","028","1"
"4/1/2009","530577","040","1"
"4/1/2009","530579","022","2"
"4/1/2009","530580","048","1"
"4/1/2009","530580","068","1"
"4/1/2009","530580","028","1"
"4/1/2009","530583","034","2"
"4/1/2009","530583","072","1"
"4/1/2009","530583","027","1"
"4/1/2009","530583","036","1"
"4/1/2009","530584","015","1"
"4/1/2009","530585","015","1"
"4/1/2009","530585","027","1"
"4/1/2009","530585","038","1"
"4/1/2009","530587","039","1"
"4/1/2009","530587","014","2"
"4/1/2009","530587","038","1"
"4/1/2009","530588","067","1"
"4/1/2009","530593","022","4"
"4/1/2009","530593","028","1"
"4/1/2009","530593","067","2"
"4/1/2009","530595","022","1"
"4/1/2009","530596","047","1"
"4/1/2009","530596","073","2"
"4/1/2009","530596","022","4"
"4/1/2009","530597","015","3"
"4/1/2009","530597","039","1"
"4/1/2009","530597","073","1"
"4/1/2009","530597","028","5"
"4/1/2009","530598","028","3"
"4/1/2009","530599","028","2"
"4/1/2009","530600","022","1"
"4/1/2009","530602","077","4"
"4/1/2009","530602","048","1"
"4/1/2009","530602","054","1"
"4/1/2009","530602","065","2"
"4/1/2009","530602","072","1"
"4/1/2009","530602","028","1"
"4/1/2009","530603","036","1"
"4/1/2009","530603","022","5"
"4/1/2009","530603","028","5"
"4/1/2009","530603","038","1"
"4/1/2009","530603","067","3"
"4/1/2009","530604","028","2"
"4/1/2009","530606","015","1"
"4/1/2009","530606","022","1"
"4/1/2009","530606","067","1"
"4/1/2009","530607","048","1"
"4/1/2009","530607","043","1"
"4/1/2009","530607","022","1"
"4/1/2009","530608","015","1"
"4/1/2009","530608","036","1"
"4/1/2009","530608","021","1"
"4/1/2009","530608","071","1"
"4/1/2009","530608","044","1"
"4/1/2009","530608","046","1"
"4/1/2009","530608","038","1"
"4/1/2009","530610","022","1"
"4/1/2009","530612","077","1"
"4/1/2009","530612","065","1"
"4/1/2009","530613","036","1"
"4/1/2009","530614","048","1"
"4/1/2009","530614","022","2"
"4/1/2009","530615","021","1"
"4/1/2009","530615","071","1"
"4/1/2009","530615","043","1"
"4/1/2009","530616","048","1"
"4/1/2009","530617","038","2"
"4/1/2009","530617","022","2"
"4/1/2009","530617","028","1"
"4/1/2009","530618","028","1"
"4/1/2009","530619","071","1"
"4/1/2009","530619","038","1"
"4/1/2009","530620","015","1"
"4/1/2009","530621","061","1"
"4/1/2009","530623","047","1"
"4/1/2009","530623","025","1"
"4/1/2009","530623","062","1"
"4/1/2009","530623","028","2"
"4/1/2009","530624","077","3"
"4/1/2009","530624","026","1"
"4/1/2009","530624","021","1"
"4/1/2009","530624","071","1"
"4/1/2009","530625","015","1"
"4/1/2009","530626","028","1"
"4/1/2009","530628","028","2"
"4/1/2009","530628","038","1"
"4/1/2009","530628","067","1"
"4/1/2009","530629","034","1"
"4/1/2009","530629","048","1"
"4/1/2009","530629","022","1"
"4/1/2009","530629","028","1"
"4/1/2009","530631","028","1"
"4/1/2009","530632","015","1"
"4/1/2009","530632","048","1"
"4/1/2009","530632","036","1"
"4/1/2009","530632","046","2"
"4/1/2009","530632","022","1"
"4/1/2009","530632","028","11"
"4/1/2009","530633","015","1"
"4/1/2009","530633","028","2"
"4/1/2009","530634","015","4"
"4/1/2009","530634","072","1"
"4/1/2009","530634","025","1"
"4/1/2009","530634","027","1"
"4/1/2009","530636","015","1"
"4/1/2009","530636","037","1"
"4/1/2009","530636","036","1"
"4/1/2009","530637","051","1"
"4/1/2009","530637","061","1"
"4/1/2009","530637","038","1"
"4/1/2009","530638","034","1"
"4/1/2009","530638","073","1"
"4/1/2009","530638","026","1"
"4/1/2009","530640","022","3"
"4/1/2009","530643","028","1"
"4/1/2009","530644","021","1"
"4/1/2009","530644","038","1"
"4/1/2009","530644","067","1"
"4/1/2009","530646","015","1"
"4/1/2009","530646","044","1"
"4/1/2009","530646","046","1"
"4/1/2009","530646","038","1"
"4/1/2009","530648","015","4"
"4/1/2009","530648","036","1"
"4/1/2009","530650","015","2"
"4/1/2009","530652","034","1"
"4/1/2009","530652","073","1"
"4/1/2009","530652","036","1"
"4/1/2009","530653","015","1"
"4/1/2009","530653","039","1"
